annotation_idx,onset_time,duration,description,subject_id,subj_orgID,session_id,block_id,filename
1623,741.909973,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
1646,744.627014,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
1699,751.328003,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
1763,795.595154,0.0,PROBES_ONSET,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
1782,798.28302,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
1843,804.648987,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
1858,806.499023,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2004,888.308838,0.0,PROBES_ONSET,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2029,891.690002,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2054,895.252991,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2065,896.359009,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2104,919.657776,0.0,PROBES_ONSET,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2123,922.377014,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2136,924.093994,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
2149,925.609985,0.0,PROBES,sub_04_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_1,1,sub_04_ses_1_2_cleaned_data_raw.fif
67,78.170845,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
108,85.141998,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
176,93.843002,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
243,102.309998,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
313,166.933243,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
386,175.682999,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
432,181.817993,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
469,186.867004,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
552,236.461533,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
606,242.990005,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
676,252.039993,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
726,259.40799,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
823,332.286346,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
860,337.582001,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
907,342.697998,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
932,346.130005,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1034,403.94101,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1072,408.385986,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1121,413.654999,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1144,415.937988,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1293,477.543427,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1332,482.561005,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1379,488.578003,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1403,491.411011,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1501,555.209351,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1538,560.700989,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1569,564.984009,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1582,566.783997,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1725,623.845642,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1754,627.437988,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1783,631.20697,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1790,633.124023,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
1920,690.931274,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2032,706.528992,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2073,710.896973,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2105,714.72998,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2223,782.279297,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2248,785.669006,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2279,789.870972,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2284,791.754028,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2417,837.516357,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2446,841.573975,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2461,843.575989,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2476,846.164001,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2727,926.490601,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2761,930.765991,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2782,933.16803,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2793,934.882019,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2875,959.619385,0.0,PROBES_ONSET,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2941,968.085999,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2970,972.302979,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
2987,974.469971,0.0,PROBES,sub_03_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_1,1,sub_03_ses_1_2_cleaned_data_raw.fif
53,43.589821,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
72,46.209999,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
118,52.429001,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
134,54.743999,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
267,126.138268,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
296,129.050995,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
299,130.085007,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
314,132.451996,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
494,206.801056,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
528,212.477005,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
535,214.091995,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
540,215.324997,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
760,300.991058,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
781,304.368011,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
803,307.484985,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
837,312.899994,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
967,356.459198,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1014,362.371002,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1026,364.290009,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1032,365.156006,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1236,433.513214,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1260,436.57901,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1276,438.911987,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1292,441.395996,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1599,522.502991,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1618,525.437012,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1626,526.554016,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1636,529.703979,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1953,610.819275,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1966,619.309998,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
1968,621.245972,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2001,627.86499,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2229,678.172302,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2272,684.117981,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2301,688.750977,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2328,693.101013,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2582,752.406006,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2594,758.573975,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2595,760.289978,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2596,766.70697,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2783,814.746765,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2806,817.862,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2818,819.594971,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
2835,822.127991,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3073,872.385071,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3081,890.750977,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3105,899.940002,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3118,901.335022,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3202,926.225281,0.0,PROBES_ONSET,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3235,931.255005,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3246,932.739014,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
3257,934.455994,0.0,PROBES,sub_02_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_22,ses_1,1,sub_02_ses_1_2_cleaned_data_raw.fif
56,68.359314,0.0,PROBES_ONSET,sub_05_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_25,ses_1,1,sub_05_ses_1_2_cleaned_data_raw.fif
94,72.755997,0.0,PROBES,sub_05_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_25,ses_1,1,sub_05_ses_1_2_cleaned_data_raw.fif
